,StreamID,Brick,count,first_t,last_t,mean,std,min,q1,median,q3,max,nUnique
714,0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,144986,2021-01-01T00:03:11.289Z,2023-12-31T23:51:58.262Z,0.980687791,0.13761994,0,1,1,1,1,2
715,2bfea9cf_141f_4a2e_8dd0_50eb3c5219e4,Heating_Demand_Setpoint,144785,2021-01-01T00:03:11.301Z,2023-12-31T23:51:58.277Z,29.41941499,4.132852672,0,30,30,30,30,2
718,d3311603_7101_455f_9692_1d4d08ddc3ea,Mode_Status,144991,2021-01-01T00:03:11.333Z,2023-12-31T23:51:58.327Z,0.906297632,0.291414197,0,1,1,1,1,2
719,5344c826_a528_465b_b962_a22c2c662cb3,Outside_Air_Temperature_Setpoint,144695,2021-01-01T00:03:11.344Z,2023-12-31T23:51:58.343Z,23.5352431,3.30728993,0,24,24,24,24,2
730,a77ec80b_9fd3_4ac9_a227_d9c11b01f0de,Electrical_Energy_Sensor,1446178,2021-01-01T00:00:08.611Z,2023-12-31T23:59:54.488Z,5302.428973,1783.026299,0,5902,5902,5902,5902,2
732,7501ddac_f570_469a_86f6_071737d419e7,Electrical_Energy_Sensor,1446408,2021-01-01T00:00:08.622Z,2023-12-31T23:59:54.513Z,-0.89850305,0.301985627,-1,-1,-1,-1,0,2
754,9ff52a4f_128b_4c44_86b3_4fa1d029506e,Electrical_Energy_Sensor,1445082,2021-01-01T00:00:08.860Z,2023-12-31T23:59:54.963Z,-0.898387081,0.3021386,-1,-1,-1,-1,0,2
774,1afde7d7_004d_41c5_89b2_ede5967e4807,Electrical_Energy_Sensor,1444583,2021-01-01T00:00:09.079Z,2023-12-31T23:59:55.392Z,5.948578932,7.732507459,0,0,0,16,16,2
776,d8449728_9f2d_469b_973b_2a5fa2b7d0c0,Electrical_Energy_Sensor,1443864,2021-01-01T00:00:09.088Z,2023-12-31T23:59:55.418Z,-0.898385166,0.302141125,-1,-1,-1,-1,0,2
795,94b2695c_7314_412c_b1c4_45df586f4757,Point,1443468,2021-01-01T00:00:09.290Z,2023-12-31T23:59:55.809Z,0.898363525,0.302169658,0,1,1,1,1,2
798,8f40de4d_72a0_4dc9_b757_9b32f62cb3fe,Electrical_Energy_Sensor,1442889,2021-01-01T00:00:09.321Z,2023-12-31T23:59:55.873Z,-0.898308186,0.3022426,-1,-1,-1,-1,0,2
817,b2185d5a_37d4_4703_8953_22856c9f04cd,Point,1442283,2021-01-01T00:00:09.523Z,2023-12-31T23:59:56.269Z,0.898304286,0.30224774,0,1,1,1,1,2
820,e71b8d64_7691_4826_9f6b_8e1c8f396482,Electrical_Energy_Sensor,1441662,2021-01-01T00:00:09.551Z,2023-12-31T23:59:56.323Z,-0.898252156,0.302316424,-1,-1,-1,-1,0,2
833,4117d845_cd0d_4759_97b0_bd4ab87c595a,Usage_Sensor,144636,2021-01-01T00:03:11.562Z,2023-12-31T23:51:58.621Z,390416.7404,54854.74612,0,398124,398124,398124,398124,2
838,3c2f73b2_fd4f_4c94_b9a5_1c2b18165aea,Reset_Setpoint,144685,2021-01-01T00:03:11.537Z,2023-12-31T23:51:58.591Z,0.980654525,0.137736078,0,1,1,1,1,2
6,eb0d5916_d942_4e2d_8129_60b83d984fdd,Max_Temperature_Setpoint_Limit,143698,2021-01-01T00:03:14.674Z,2023-12-31T23:52:03.156Z,12.68551058,11.71308676,0,0,22.5,22.5,25,3
8,efe6f878_7bda_4378_a739_9f67b5731f2a,Min_Temperature_Setpoint_Limit,143675,2021-01-01T00:03:14.698Z,2023-12-31T23:52:03.193Z,11.13064207,10.28436566,0,0,19,21.5,21.5,3
21,5fe6b5c7_9f67_4044_b4f6_d673003c53c0,Cooling_Temperature_Setpoint,143679,2021-01-01T00:03:14.847Z,2023-12-31T23:52:03.437Z,12.6875013,11.71291428,0,0,22.5,22.5,25,3
22,4c8df37a_3677_4c84_b346_0b6979ccbf06,Air_Temperature_Sensor,143643,2021-01-01T00:03:14.859Z,2023-12-31T23:52:03.457Z,1.557193876,2.286270807,0,0,1,1,6,3
23,d4991106_54c3_4017_a889_c250bac80c2b,Heating_Temperature_Setpoint,143613,2021-01-01T00:03:14.870Z,2023-12-31T23:52:03.479Z,11.13554483,10.28393226,0,0,19,21.5,21.5,3
34,7e1083f7_8274_4df8_abbd_3b1336557040,Max_Temperature_Setpoint_Limit,143655,2021-01-01T00:03:14.993Z,2023-12-31T23:52:03.685Z,12.6898298,11.71277454,0,0,22.5,22.5,25,3
36,757f31c2_0c2e_4e2d_b085_9970d88f40c6,Min_Temperature_Setpoint_Limit,143624,2021-01-01T00:03:15.016Z,2023-12-31T23:52:03.725Z,11.13447961,10.28408848,0,0,19,21.5,21.5,3
49,6da16878_c4e0_43d8_bf65_aa5cbeac57af,Cooling_Temperature_Setpoint,143647,2021-01-01T00:03:15.165Z,2023-12-31T23:52:03.982Z,12.69051912,11.7127014,0,0,22.5,22.5,25,3
50,3579ef08_6cda_483a_8b7e_cb2e471de630,Air_Temperature_Sensor,143559,2021-01-01T00:03:15.176Z,2023-12-31T23:52:03.999Z,1.558293106,2.28677061,0,0,1,1,6,3
51,2bc454c3_a32b_40b6_a272_56fb161e8a24,Heating_Temperature_Setpoint,143641,2021-01-01T00:03:15.187Z,2023-12-31T23:52:04.016Z,11.13340898,10.28413576,0,0,19,21.5,21.5,3
62,61631b38_b0b9_4c7c_96a5_ac0a43bb2074,Max_Temperature_Setpoint_Limit,143571,2021-01-01T00:03:15.310Z,2023-12-31T23:52:04.266Z,23.96998349,3.572148766,0,23.5,25,25,25,3
64,75e21308_99b7_48d0_83c3_a1753f5d982f,Min_Temperature_Setpoint_Limit,143578,2021-01-01T00:03:15.333Z,2023-12-31T23:52:04.303Z,19.78735948,3.326897986,0,19,19,22.5,22.5,3
77,34208a29_b7b4_4224_8c1d_659992ae443e,Cooling_Temperature_Setpoint,143560,2021-01-01T00:03:15.478Z,2023-12-31T23:52:04.533Z,23.9702633,3.571156582,0,23.5,25,25,25,3
78,430ca3a7_9f16_490f_aae0_f7fd9675c8a9,Air_Temperature_Sensor,143535,2021-01-01T00:03:15.489Z,2023-12-31T23:52:04.552Z,4.182004389,2.431114306,0,1,6,6,6,3
79,4e58a613_f9cf_42dc_9e66_530950548cd7,Heating_Temperature_Setpoint,143543,2021-01-01T00:03:15.503Z,2023-12-31T23:52:04.570Z,19.78791373,3.326490427,0,19,19,22.5,22.5,3
81,05b18e56_48a1_4849_b3c0_693beb43bd53,Room_Air_Temperature_Setpoint,143551,2021-01-01T00:03:15.526Z,2023-12-31T23:52:04.610Z,21.87917186,3.229339989,0,22,22,23,23,3
118,8fab601c_cd78_41bd_bb26_6bd3edbddcdb,Max_Temperature_Setpoint_Limit,143441,2021-01-01T00:03:15.992Z,2023-12-31T23:52:05.279Z,13.04579583,12.00055383,0,0,23.5,23.5,25,3
120,9a507b72_7ad3_494c_b0c1_dd4c0ebbb506,Min_Temperature_Setpoint_Limit,143419,2021-01-01T00:03:16.014Z,2023-12-31T23:52:05.315Z,11.48839066,10.62901959,0,0,19,22.5,22.5,3
133,405896a1_c195_422d_a0aa_18d2eca6a61d,Cooling_Temperature_Setpoint,143399,2021-01-01T00:03:16.153Z,2023-12-31T23:52:05.550Z,13.05010844,12.0001805,0,0,23.5,23.5,25,3
134,03f84d72_615b_4b71_840c_41c2a5015d76,Air_Temperature_Sensor,143380,2021-01-01T00:03:16.163Z,2023-12-31T23:52:05.566Z,1.560203655,2.287504678,0,0,1,1,6,3
135,f2eec6f2_5e90_4b17_8e1a_f9696fcc8580,Heating_Temperature_Setpoint,143377,2021-01-01T00:03:16.174Z,2023-12-31T23:52:05.581Z,11.49297307,10.62855483,0,0,19,22.5,22.5,3
137,2d018326_faf7_4e32_9e49_55403d2fd51d,Room_Air_Temperature_Setpoint,143401,2021-01-01T00:03:16.195Z,2023-12-31T23:52:05.614Z,12.26919617,11.27748465,0,0,22,23,23,3
174,6c3c5fb2_3a7d_4d8f_8bd9_103c12eeeff4,Max_Temperature_Setpoint_Limit,143333,2021-01-01T00:03:16.594Z,2023-12-31T23:52:06.249Z,20.05989549,8.759351032,0,22,25,25,25,3
176,8e0dc973_8228_42b4_b32c_971ad0ba42b9,Min_Temperature_Setpoint_Limit,143359,2021-01-01T00:03:16.616Z,2023-12-31T23:52:06.284Z,16.69727049,7.258365481,0,19,19,21,21,3
189,93ed260e_1391_47b8_90d4_ebfc8615470e,Cooling_Temperature_Setpoint,143278,2021-01-01T00:03:16.770Z,2023-12-31T23:52:06.524Z,20.06000921,8.758657466,0,22,25,25,25,3
190,b7f27959_ba2f_4447_947e_8b0bb3bdc0d5,Air_Temperature_Sensor,143290,2021-01-01T00:03:16.782Z,2023-12-31T23:52:06.540Z,3.3629702,2.678197162,0,1,6,6,6,3
191,f8150516_c497_40c8_9d93_ca9143fb9ecd,Heating_Temperature_Setpoint,143335,2021-01-01T00:03:16.794Z,2023-12-31T23:52:06.556Z,16.69724771,7.258693545,0,19,19,21,21,3
193,d4b6d6d5_a827_49b6_8498_988a82f6c716,Room_Air_Temperature_Setpoint,143300,2021-01-01T00:03:16.815Z,2023-12-31T23:52:06.594Z,18.37770412,7.932489159,0,21.5,22,22,22,3
202,f19fb0a6_02e2_4463_b62d_e1898668dc7c,Max_Temperature_Setpoint_Limit,143302,2021-01-01T00:03:16.919Z,2023-12-31T23:52:06.751Z,23.1730262,5.170924496,0,23,25,25,25,3
204,63172dff_9c98_446e_981b_45a0c073d2f9,Min_Temperature_Setpoint_Limit,143307,2021-01-01T00:03:16.943Z,2023-12-31T23:52:06.784Z,19.14386597,4.429893967,0,19,19,22,22,3
217,29fcf6b6_31db_4c39_954d_b54c57ccd39a,Cooling_Temperature_Setpoint,143224,2021-01-01T00:03:17.092Z,2023-12-31T23:52:07.022Z,23.17102581,5.174323665,0,23,25,25,25,3
218,88c705af_679c_4b6c_b2c5_e3078a71c7ad,Air_Temperature_Sensor,143208,2021-01-01T00:03:17.104Z,2023-12-31T23:52:07.040Z,4.027889503,2.499419811,0,1,6,6,6,3
219,b9521d70_3b01_4269_9bf5_b9ff1f75b727,Heating_Temperature_Setpoint,143227,2021-01-01T00:03:17.115Z,2023-12-31T23:52:07.056Z,19.1435693,4.432002108,0,19,19,22,22,3
221,eb921c3a_2936_4634_9e61_e4e2a117b1ec,Room_Air_Temperature_Setpoint,143182,2021-01-01T00:03:17.142Z,2023-12-31T23:52:07.088Z,21.15786551,4.651343792,0,22,22,22.5,22.5,3
254,153b9bda_a4d6_4f25_9710_f65194d66f6c,Min_Temperature_Setpoint_Limit,144950,2021-01-01T00:03:11.689Z,2023-12-31T23:51:58.787Z,21.17960676,3.011943705,0,21,22,22,22,3
277,dc2f8f57_1cba_4667_86c4_a089c0371562,Air_Temperature_Sensor,144610,2021-01-01T00:03:11.975Z,2023-12-31T23:51:59.195Z,1.37572782,0.52277634,0,1,1,2,2,3
278,b993dc74_b17e_431f_b30e_bad265d21fcc,Heating_Temperature_Setpoint,144713,2021-01-01T00:03:11.988Z,2023-12-31T23:51:59.213Z,21.17909932,3.014844571,0,21,22,22,22,3
281,09dddf0d_4fa8_4fd2_8772_48c76c9f378c,Room_Air_Temperature_Setpoint,144678,2021-01-01T00:03:12.025Z,2023-12-31T23:51:59.265Z,21.86666598,3.082578867,0,22,22.5,22.5,22.5,3
321,74bddb76_5062_4e8c_87f6_d049d86397cb,Room_Air_Temperature_Setpoint,144022,2021-01-01T00:03:13.659Z,2023-12-31T23:52:01.684Z,21.57135715,3.039146172,0,22,22,22,22,3
359,57ba80ff_11b6_4547_a406_f54ae23f24d9,Room_Air_Temperature_Setpoint,143849,2021-01-01T00:03:14.106Z,2023-12-31T23:52:02.369Z,21.57084165,3.040936762,0,22,22,22,22,3
374,5ac2b6af_9f6b_43e1_847c_ee539ea65ef5,Max_Temperature_Setpoint_Limit,145312,2021-01-01T00:03:08.770Z,2023-12-31T23:51:53.868Z,22.26554242,3.126422708,0,22.5,22.5,23,23,3
376,cdad6df4_aa45_487d_9369_be7665cd2929,Min_Temperature_Setpoint_Limit,145287,2021-01-01T00:03:08.807Z,2023-12-31T23:51:53.984Z,20.88870649,2.934554724,0,21,21.5,21.5,21.5,3
398,54d670e8_000e_42f6_a8c4_f22f20e298e3,Cooling_Temperature_Setpoint,145233,2021-01-01T00:03:09.319Z,2023-12-31T23:51:55.016Z,22.26547685,3.12670797,0,22.5,22.5,23,23,3
399,84ddec06_b9f3_4f34_936d_0789717cae25,Air_Temperature_Sensor,145266,2021-01-01T00:03:09.338Z,2023-12-31T23:51:55.045Z,1.376853496,0.522770059,0,1,1,2,2,3
400,cf10043c_ebe3_4db0_8abf_8f3908a8c933,Heating_Temperature_Setpoint,145191,2021-01-01T00:03:09.364Z,2023-12-31T23:51:55.082Z,20.88874999,2.934478221,0,21,21.5,21.5,21.5,3
539,62482ead_e807_4a8b_a1dd_84c8544b6578,Max_Temperature_Setpoint_Limit,144644,2021-01-01T00:03:12.156Z,2023-12-31T23:51:59.457Z,22.26179793,3.137743634,0,22.5,22.5,23,23,3
541,139f8178_52ee_4ec7_af6a_42e0b1bd2546,Min_Temperature_Setpoint_Limit,144656,2021-01-01T00:03:12.184Z,2023-12-31T23:51:59.490Z,20.88611603,2.944921681,0,21,21.5,21.5,21.5,3
558,a226896c_34ee_4170_9181_07bd294f2d41,Cooling_Temperature_Setpoint,144481,2021-01-01T00:03:12.391Z,2023-12-31T23:51:59.778Z,22.26090974,3.140547154,0,22.5,22.5,23,23,3
559,236bb7ad_eb0d_40ae_b841_2e3b5c748fd5,Air_Temperature_Sensor,144524,2021-01-01T00:03:12.402Z,2023-12-31T23:51:59.797Z,1.375619274,0.522746101,0,1,1,2,2,3
560,4125da91_852a_40a6_b9b2_ae0ff721379f,Heating_Temperature_Setpoint,144481,2021-01-01T00:03:12.414Z,2023-12-31T23:51:59.816Z,20.8854313,2.947694699,0,21,21.5,21.5,21.5,3
572,2d94fecd_b601_4c5a_936d_662d99e4edcf,Max_Temperature_Setpoint_Limit,144468,2021-01-01T00:03:12.556Z,2023-12-31T23:52:00.034Z,22.26103705,3.140140484,0,22.5,22.5,23,23,3
574,e603d239_8b09_4fb8_a1ca_a7d475da3475,Min_Temperature_Setpoint_Limit,144462,2021-01-01T00:03:12.580Z,2023-12-31T23:52:00.069Z,20.88569312,2.946862084,0,21,21.5,21.5,21.5,3
591,36510756_4918_4f07_9e40_c96ef1ff7239,Cooling_Temperature_Setpoint,144403,2021-01-01T00:03:12.783Z,2023-12-31T23:52:00.375Z,22.26118571,3.139741734,0,22.5,22.5,23,23,3
592,5b1bfac5_c924_4e0b_ba79_7d3b6e7c4a05,Air_Temperature_Sensor,144387,2021-01-01T00:03:12.793Z,2023-12-31T23:52:00.393Z,1.375497794,0.522778832,0,1,1,2,2,3
593,46c72f42_6a42_4dff_a42c_abcd15775178,Heating_Temperature_Setpoint,144311,2021-01-01T00:03:12.807Z,2023-12-31T23:52:00.410Z,20.88531713,2.948369385,0,21,21.5,21.5,21.5,3
628,31b2fc7d_9187_4724_818f_40d88a14e1f3,Room_Air_Temperature_Setpoint,144231,2021-01-01T00:03:13.211Z,2023-12-31T23:52:00.998Z,20.98636909,2.994117319,0,21,21,22,22,3
661,0653ab33_0059_4e34_a822_d9ed02a6a26a,Room_Air_Temperature_Setpoint,143014,2021-01-01T00:03:17.875Z,2023-12-31T23:52:08.265Z,21.64784567,3.158389644,0,22,22,22,23,3
729,1be1ba75_f7bc_4270_b037_60fc602b36ac,Point,1446764,2021-01-01T00:00:08.591Z,2023-12-31T23:59:54.438Z,1.79687081,0.604083383,0,2,2,2,2,3
751,2ff2001b_b4fa_4fc3_adc8_b90e4c1b746f,Point,1445901,2021-01-01T00:00:08.825Z,2023-12-31T23:59:54.893Z,1.600139982,0.665665361,0,1,2,2,2,3
773,d8baa241_df08_4ec6_a10b_c34ca8f81b0b,Point,1444502,2021-01-01T00:00:09.058Z,2023-12-31T23:59:55.345Z,1.796730638,0.604198825,0,2,2,2,2,3
834,894ffb99_daa6_4436_ab8f_4d95f7a8af5e,Usage_Sensor,144609,2021-01-01T00:03:11.524Z,2023-12-31T23:51:58.576Z,1.816968515,4.435424531,0,0,0,0,20,3
316,09d686a2_134c_4904_b4c4_8ce3ce582169,Air_Temperature_Sensor,144040,2021-01-01T00:03:13.600Z,2023-12-31T23:52:01.596Z,2.619723688,2.00367852,0,1,2,2,6,4
355,a52e12e5_dafa_4c8a_9ce5_0e66125d208c,Air_Temperature_Sensor,143862,2021-01-01T00:03:14.060Z,2023-12-31T23:52:02.293Z,2.618113192,2.003251379,0,1,2,2,6,4
424,f42500c6_71ed_46e3_b72d_8e1b6b547171,Max_Temperature_Setpoint_Limit,145073,2021-01-01T00:03:09.929Z,2023-12-31T23:51:56.002Z,22.88954526,3.355520545,0,22.5,23,23,25,4
426,5aadcedf_c233_4df9_9903_aae9e1a7accf,Min_Temperature_Setpoint_Limit,145050,2021-01-01T00:03:09.980Z,2023-12-31T23:51:56.076Z,20.26303344,3.005391553,0,19,21,21.5,21.5,4
446,03a31202_d278_4d7a_b565_fa0427a57822,Cooling_Temperature_Setpoint,145022,2021-01-01T00:03:10.433Z,2023-12-31T23:51:56.829Z,22.88925818,3.35661582,0,22.5,23,24.5,25,4
447,c12eb576_6496_4553_b655_b6a3c465d679,Air_Temperature_Sensor,145056,2021-01-01T00:03:10.457Z,2023-12-31T23:51:56.864Z,2.626992334,2.005085833,0,1,2,6,6,4
448,b34b56ec_8b0e_44d7_9c8c_163046963890,Heating_Temperature_Setpoint,145010,2021-01-01T00:03:10.475Z,2023-12-31T23:51:56.906Z,20.26304048,3.006218947,0,19,21,21.5,21.5,4
605,5a652cd1_ad60_4c80_be85_fc5daa2a03b4,Max_Temperature_Setpoint_Limit,144310,2021-01-01T00:03:12.951Z,2023-12-31T23:52:00.606Z,21.96095524,3.128213544,0,22,22,23,23,4
607,a5823f69_5cc8_46c2_9bdd_c934af38340a,Min_Temperature_Setpoint_Limit,144286,2021-01-01T00:03:12.975Z,2023-12-31T23:52:00.639Z,19.99988259,2.855454277,0,20,20,21,21,4
624,88936720_242e_4c0b_be77_18ea6dbf58f4,Cooling_Temperature_Setpoint,144272,2021-01-01T00:03:13.167Z,2023-12-31T23:52:00.932Z,21.96114991,3.126987832,0,22,22,23,23,4
626,7766d090_ec44_4bfa_ad0a_9efd34902fdd,Heating_Temperature_Setpoint,144192,2021-01-01T00:03:13.190Z,2023-12-31T23:52:00.965Z,19.99970054,2.855346315,0,20,20,21,21,4
638,6eb44cf1_f855_4cb4_99fd_19d55d76cfed,Max_Temperature_Setpoint_Limit,143160,2021-01-01T00:03:17.628Z,2023-12-31T23:52:07.852Z,23.53270117,3.60339646,0,22.5,25,25,25,4
640,adb30815_faf6_4590_95a7_c4c0f7bfd3d9,Min_Temperature_Setpoint_Limit,143169,2021-01-01T00:03:17.648Z,2023-12-31T23:52:07.886Z,19.76218665,3.14923147,0,19,19,21.5,22,4
657,4d03c6d3_efae_4172_987b_729946aaca44,Cooling_Temperature_Setpoint,142950,2021-01-01T00:03:17.832Z,2023-12-31T23:52:08.192Z,23.53117873,3.603448017,0,22.5,25,25,25,4
658,38a93e9d_d911_4ce0_81fa_71972b0ee995,Air_Temperature_Sensor,143139,2021-01-01T00:03:17.843Z,2023-12-31T23:52:08.209Z,3.770356087,2.427409542,0,1,6,6,6,4
659,fab1d85d_ea11_4dd2_b02b_775422a89642,Heating_Temperature_Setpoint,142955,2021-01-01T00:03:17.854Z,2023-12-31T23:52:08.225Z,19.7637893,3.149698545,0,19,19,21.5,22,4
671,b9185a53_b43d_4797_ace0_8850711d25bf,Max_Temperature_Setpoint_Limit,143230,2021-01-01T00:03:17.248Z,2023-12-31T23:52:07.252Z,22.850576,3.461476008,0,22.5,23,23,25,4
673,cd7d3f34_67e6_4520_8a9d_1d44a4ea3d1d,Min_Temperature_Setpoint_Limit,143252,2021-01-01T00:03:17.275Z,2023-12-31T23:52:07.285Z,20.2404504,3.099655411,0,19,21,21.5,21.5,4
690,dde46225_da3c_4751_a600_7e0b1a71e17b,Cooling_Temperature_Setpoint,143180,2021-01-01T00:03:17.468Z,2023-12-31T23:52:07.597Z,22.85019905,3.461395105,0,22.5,23,23,25,4
691,59426334_4fec_4097_8a81_d66cd01c582e,Air_Temperature_Sensor,143179,2021-01-01T00:03:17.479Z,2023-12-31T23:52:07.613Z,2.610285028,2.003372816,0,1,2,2,6,4
692,31b56e56_1515_4abf_822e_93283587aec7,Heating_Temperature_Setpoint,143107,2021-01-01T00:03:17.491Z,2023-12-31T23:52:07.630Z,20.24068354,3.100605169,0,19,21,21.5,21.5,4
752,52333345_fda6_498a_a5eb_8c9becf3996b,Electrical_Energy_Sensor,1445643,2021-01-01T00:00:08.847Z,2023-12-31T23:59:54.938Z,16.50628821,6.261054085,0,16,16,22,22,5
815,62380d5c_9694_48aa_9808_106ac346ca86,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,1441858,2021-01-01T00:00:09.472Z,2023-12-31T23:59:56.167Z,44.93720574,15.12301391,0,50,50,50,50.1,5
292,12947a76_8193_46f6_8dea_2c5aac39d1a1,Max_Temperature_Setpoint_Limit,144215,2021-01-01T00:03:13.326Z,2023-12-31T23:52:01.164Z,22.8814983,3.36924912,0,22.5,23,23,25,6
294,c9d83657_d13f_41b0_b773_c6c0606890e3,Min_Temperature_Setpoint_Limit,144164,2021-01-01T00:03:13.348Z,2023-12-31T23:52:01.202Z,20.26110605,3.019436491,0,19,21,21.5,21.5,6
315,6218ba6f_9906_4193_9c16_bba2d8178fba,Cooling_Temperature_Setpoint,144048,2021-01-01T00:03:13.589Z,2023-12-31T23:52:01.579Z,22.87987055,3.370653053,0,22.5,23,23,25,6
317,ee946b24_d5bb_42f2_a2e8_a9365b7df5c2,Heating_Temperature_Setpoint,144010,2021-01-01T00:03:13.612Z,2023-12-31T23:52:01.613Z,20.26138874,3.020856826,0,19,21,21.5,21.5,6
332,10897241_8ad4_4543_8c4c_a845c8c7438e,Max_Temperature_Setpoint_Limit,144007,2021-01-01T00:03:13.785Z,2023-12-31T23:52:01.882Z,22.8800952,3.370059258,0,22.5,23,23,25,6
334,b89e7233_92c4_4a78_a65e_beeb74424ab9,Min_Temperature_Setpoint_Limit,144063,2021-01-01T00:03:13.806Z,2023-12-31T23:52:01.920Z,20.26144721,3.019817548,0,19,21,21.5,21.5,6
354,5766a97b_9bfe_4cf7_8977_d9cd32eda40f,Cooling_Temperature_Setpoint,143953,2021-01-01T00:03:14.047Z,2023-12-31T23:52:02.276Z,22.8798453,3.370621106,0,22.5,23,23,25,6
356,12ceccb3_7882_4009_9b3f_1b0972d88f6f,Heating_Temperature_Setpoint,143929,2021-01-01T00:03:14.071Z,2023-12-31T23:52:02.311Z,20.26161072,3.021522602,0,19,21,21.5,21.5,6
727,41c056b3_0532_45b6_8c5f_afa3fa8784b5,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,1446595,2021-01-01T00:00:08.536Z,2023-12-31T23:59:54.316Z,44.9430567,15.1135997,0,50,50,50,50.2,6
749,d5f1b4a1_9025_46c8_b04f_898d578aaef3,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,1445766,2021-01-01T00:00:08.770Z,2023-12-31T23:59:54.790Z,44.94549768,15.11082565,0,50,50,50,50.2,6
771,e9c71c58_0047_4611_a978_e8ee77a85417,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,1444501,2021-01-01T00:00:09.008Z,2023-12-31T23:59:55.249Z,44.94476563,15.11203948,0,50,50,50,50.2,6
793,8b8c990a_7908_4ce5_9b07_9b0f08fb4769,b1a78aa6_d50d_4c0a_920e_5ff7019ab663_Sensor,1443264,2021-01-01T00:00:09.238Z,2023-12-31T23:59:55.712Z,44.93825142,15.12101231,0,50,50,50,50.2,6
794,494467c5_7a5f_45af_9ad7_64fb9b21037f,Point,1443108,2021-01-01T00:00:09.279Z,2023-12-31T23:59:55.792Z,0.775044993,0.285006106,0,0.75,0.76,1,1,38
816,e05e1c5c_45b4_4044_bfb9_3c8b0f49bf98,Point,1441800,2021-01-01T00:00:09.512Z,2023-12-31T23:59:56.249Z,0.681130261,0.296202923,0,0.56,0.6,1,1,45
728,3d4ef144_67a2_4e0b_8ae0_7c13e867571e,Point,1445744,2021-01-01T00:00:08.579Z,2023-12-31T23:59:54.412Z,0.836744099,0.286014841,0,0.87,0.94,0.96,1,52
811,e91a32ca_1683_4228_9218_298a8e358f11,Current_Sensor,1443084,2021-01-01T00:00:09.400Z,2023-12-31T23:59:56.032Z,0.001371479,0.072417563,0,0,0,0,10.44,54
772,4a2b4d48_5265_40eb_a677_172c77f55c3d,Point,1444357,2021-01-01T00:00:09.049Z,2023-12-31T23:59:55.325Z,0.702865815,0.260773883,0,0.64,0.81,0.84,1,69
145,7e252e62_440d_4753_8fee_86132791aa15,Point,143406,2021-01-01T00:03:16.283Z,2023-12-31T23:52:05.760Z,12.22033248,12.67056719,0,0,15,20.8,32,71
149,2cb58c71_c15c_4934_b320_5cd316f3a1a6,Min_Temperature_Setpoint_Limit,143400,2021-01-01T00:03:16.325Z,2023-12-31T23:52:05.823Z,12.22212413,12.67026526,0,0,15,20.8,32,71
750,ab4de7b0_0656_4bcb_b58c_75734a2ad6e2,Point,1445155,2021-01-01T00:00:08.813Z,2023-12-31T23:59:54.870Z,0.743389996,0.317533867,0,0.53,0.91,0.97,1,73
89,b114392e_3729_4835_8c71_4c16077bad84,Point,143577,2021-01-01T00:03:15.615Z,2023-12-31T23:52:04.753Z,11.73853751,12.7068486,0,0,15,20.2,32,81
93,fa2cd128_5171_40b3_908c_9612c24382db,Min_Temperature_Setpoint_Limit,143536,2021-01-01T00:03:15.661Z,2023-12-31T23:52:04.824Z,11.74197693,12.70703566,0,0,15,20.2,32,81
119,d19ecd1d_f340_4165_a629_a1a74138257f,Max_Temperature_Setpoint_Limit,143552,2021-01-01T00:03:16.003Z,2023-12-31T23:52:05.296Z,16.06652781,15.1148981,0,0,22.4,32,32,83
147,213ac15b_3fbd_40b7_b59b_43ab87a09260,Max_Temperature_Setpoint_Limit,143415,2021-01-01T00:03:16.305Z,2023-12-31T23:52:05.790Z,13.76272217,13.65170398,0,0,15,30.8,32,84
91,2f78775f_b037_4854_997f_1064dd5f6852,Max_Temperature_Setpoint_Limit,143502,2021-01-01T00:03:15.638Z,2023-12-31T23:52:04.785Z,13.30724868,13.84869095,0,0,15,30.2,32,85
203,38fafd1e_6667_469d_b97c_4d3696116d1a,Max_Temperature_Setpoint_Limit,143314,2021-01-01T00:03:16.932Z,2023-12-31T23:52:06.768Z,29.50251197,7.272935086,0,32,32,32,32,85
33,989c4c03_d744_4c48_a58b_b53fc42101e2,Point,143648,2021-01-01T00:03:14.983Z,2023-12-31T23:52:03.666Z,12.94990532,13.18415095,0,0,15,28.2,32,86
37,b3122c59_ceb9_4aaf_a90c_7950df64e7bf,Min_Temperature_Setpoint_Limit,143674,2021-01-01T00:03:15.027Z,2023-12-31T23:52:03.743Z,12.94795161,13.18426469,0,0,15,28.2,32,86
175,bd36e021_4a93_4775_8941_fafe75ae19ed,Max_Temperature_Setpoint_Limit,143360,2021-01-01T00:03:16.605Z,2023-12-31T23:52:06.267Z,24.60199358,11.6894167,0,20.8,32,32,32,86
201,c36eea17_ddf8_4525_90c0_976cb3d90c4c,Point,143291,2021-01-01T00:03:16.907Z,2023-12-31T23:52:06.734Z,26.49490198,8.817983479,0,20.8,32,32,32,86
